Version	Id	Symbol	Flags	Location	Long Name	Short Name	Recruit	Group	Looking	Time	Race	Gender	Loyalty	Energy	Reckless	Strength	Cowardly	Courage	Despondency	Fear	Orders	Carrying	Warriors	Riders	Following	Foe	Liege	Traits	Home	Desired Object	Quest	Purpose	Reaction	Qualities
1	115	CH_MELGRAN	ALIVE	"150,247"	Melgran Dragonsword	Melgran					RA_ARAKAI	GD_MALE	RA_ARAKAI	1440																	Rest	DefendHomeland	ReturnHome	BOLD+MODEST
1	116	CH_KHALAK	ALIVE	"163,133"	Khalak the Blue	Khalak					RA_USKARG	GD_MALE	RA_USKARG	1440																	Rest	DefendHomeland	ReturnHome	GALLANT+TIGHTLIPPED+RESTLESS
1	117	CH_BORAGRIM	ALIVE	"55,220"	Boragrim Sharpaxe	Boragrim					RA_DEEPING_DWARF	GD_MALE	RA_DEEPING_DWARF	1440																	Rest	DefendHomeland	ReturnHome	GENEROUS+HOMELOVING+GALLANT
1	118	CH_MELKRITH	ALIVE	"7,143"	Melkrith Nightshade	Melkrith					RA_HIGH_FEY	GD_MALE	RA_HIGH_FEY	1440																	Rest	DefendHomeland	ReturnHome	TREACHEROUS+PROVOCATIVE+DOMINEERING
1	119	CH_OSCRUTH	ALIVE	"150,247"	Oscruth Loosehead	Oscruth					RA_USKARG	GD_MALE	RA_USKARG	1440																	Rest	DefendHomeland	ReturnHome	COWARDLY+MAD
1	120	CH_VOLGOR	ALIVE	"150,247"	Volgor the Sure	Volgor					RA_LONG_DWARF	GD_MALE	RA_LONG_DWARF	1440																	Rest	DefendHomeland	ReturnHome	BRAVE+KIND
1	121	CH_TALMAR	ALIVE	"55,12"	Talmar the Quiet	Talmar					RA_KITH	GD_MALE	RA_KITH	1440																	Rest	DefendHomeland	ReturnHome	QUICKWITTED+PEACEABLE+PATIENT
1	122	CH_OLOG	ALIVE	"199,187"	Olog the Friendly	Olog					RA_GIANT	GD_MALE	RA_GIANT	1440																	Rest	DefendHomeland	ReturnHome	WARMHEARTED+GENTLE+EAGER
1	123	CH_OLAGRUM	ALIVE	"208,199"	Olagrum the Steady	Olagrum					RA_GIANT	GD_MALE	RA_GIANT	1440																	Rest	DefendHomeland	ReturnHome	PATIENT+LEVELHEADED+PASSIONLESS
1	124	CH_HARUMBAR	ALIVE	"150,247"	Harumbar the Unhappy	Harumbar					RA_DAWN_FEY	GD_MALE	RA_DAWN_FEY	1440																	Rest	DefendHomeland	ReturnHome	POLITE+SOLITARY
1	125	CH_THORGRAN	ALIVE	"187,147"	Thorgran Wildsword	Thorgran					RA_USKARG	GD_MALE	RA_USKARG	1440																	Rest	DefendHomeland	ReturnHome	TIRELESS+PASSIONATE+GALLANT+MIGHTYWARRIOR
1	126	CH_ALUTHRIM	ALIVE	"98,188"	Aluthrim the Bold	Aluthrim					RA_DEEPING_DWARF	GD_MALE	RA_DEEPING_DWARF	1440																	Rest	DefendHomeland	ReturnHome	BOLD+KIND+HEADSTRONG
1	127	CH_ALARGRITH	ALIVE	"61,159"	Alargrith Warhelm	Alargrith					RA_HIGH_FEY	GD_MALE	RA_HIGH_FEY	1440																	Rest	DefendHomeland	ReturnHome	LOYAL+COLDHEARTED+TIGHTLIPPED
1	128	CH_GOROLAN	ALIVE	"150,247"	Gorolan the Benign	Gorolan					RA_ATHELING	GD_MALE	RA_ATHELING	1440																	Rest	DefendHomeland	ReturnHome	PATIENT+SCEPTICAL
1	129	CH_ILVAR	ALIVE	"77,93"	Ilvar the Penitent	Ilvar					RA_ATHELING	GD_MALE	RA_ATHELING	1440																	Rest	DefendHomeland	ReturnHome	RELIABLE+PERSUASIVE+KNOWLEDGEABLE
1	130	CH_ARALETH	RECRUITED+KNOWLEDGE+FRIENDLY+INTEREST+CONTROL+LOCATION+WATCH+ALIVE	"8,12"	Araleth the White	Araleth					RA_FREE	GD_MALE	RA_FREE	1440																	Rest	DefendHomeland	ReturnHome	PASSIONATE+GALLANT+CHARMING
1	131	CH_ARITHEL	ALIVE	"18,129"	Arithel the Joybringer	Arithel					RA_HIGH_FEY	GD_FEMALE	RA_HIGH_FEY	1440																	Rest	DefendHomeland	ReturnHome	CHARMING+LOYAL+POLITE
1	132	CH_EMEDREL	PRISONER+ALIVE	"145,220"	Emedrel of the Fire	Emedrel					RA_HIGH_FEY	GD_FEMALE	RA_HIGH_FEY	1440																	Rest	BeAHostage	ReturnHome	PASSIONATE+PATIENT+KNOWLEDGEABLE+HEADSTRONG
1	133	CH_ANDREMAR	ALIVE	"13,181"	Andremar the Starborn	Andremar					RA_HIGH_FEY	GD_MALE	RA_HIGH_FEY	1440																	Rest	DefendHomeland	ReturnHome	BRAVE+MODEST+LOYAL
1	134	CH_GALDRETH	ALIVE	"48,176"	Galdreth the Fair	Galdreth					RA_HIGH_FEY	GD_MALE	RA_HIGH_FEY	1440																	Rest	DefendHomeland	ReturnHome	FARSIGHTED+SELFLESS+LEVELHEADED
1	135	CH_SAGRANA	PRISONER+ALIVE	"145,220"	Sagrana Goldenwing	Sagrana					RA_DRAGONLORD	GD_FEMALE	RA_DRAGONLORD	1440																	Rest	BeAHostage	ReturnHome	PASSIONATE+PERSUASIVE+KNOWLEDGEABLE
1	136	CH_ELINA	ALIVE	"164,124"	Elina the Enchantress	Elina					RA_USKARG	GD_FEMALE	RA_USKARG	1440																	Rest	DefendHomeland	ReturnHome	PASSIONATE+PERSUASIVE+KNOWLEDGEABLE
1	137	CH_TARELLA	ALIVE	"150,247"	Tarella the Intrepid	Tarella					RA_DRAGONLORD	GD_FEMALE	RA_DRAGONLORD	1440																	Rest	DefendHomeland	ReturnHome	TALKATIVE+HOTTEMPERED
1	138	CH_ORAINA	ALIVE	"150,247"	Oraina the Placid	Oraina					RA_ARAKAI	GD_FEMALE	RA_ARAKAI	1440																	Rest	DefendHomeland	ReturnHome	GENTLE+SUBMISSIVE
1	139	CH_KARELDA	ALIVE	"150,247"	Karelda the Carefree	Karelda					RA_USKARG	GD_FEMALE	RA_USKARG	1440																	Rest	DefendHomeland	ReturnHome	KIND+GENTLE
1	140	CH_IMIREL	ALIVE	"150,247"	Imirel Starblade	Imirel					RA_DEEPING_DWARF	GD_FEMALE	RA_DEEPING_DWARF	1440																	Rest	DefendHomeland	ReturnHome	GALLANT+CHARMING
1	141	CH_YLANDA	ALIVE	"150,247"	Ylanda the Wishful	Ylanda					RA_HIGH_FEY	GD_FEMALE	RA_HIGH_FEY	1440																	Rest	DefendHomeland	ReturnHome	SELFISH+APATHETIC
1	142	CH_MORGRISSA	ALIVE	"205,227"	Morgrissa Hammertongue	Morgrissa					RA_GIANT	GD_FEMALE	RA_GIANT	1440																	Rest	DefendHomeland	ReturnHome	HOTTEMPERED+CRUEL+TREACHEROUS
1	143	CH_TRANTANA	ALIVE	"150,247"	Trantana the Grand	Trantana					RA_ATHELING	GD_FEMALE	RA_ATHELING	1440																	Rest	DefendHomeland	ReturnHome	MODEST+SCEPTICAL
1	144	CH_OGLISSA	ALIVE	"195,214"	Oglissa the Rose	Oglissa					RA_GIANT	GD_FEMALE	RA_GIANT	1440																	Rest	DefendHomeland	ReturnHome	SELFLESS+GREEDY+IMPATIENT
1	145	CH_MELINISSA	PRISONER+ALIVE	"145,220"	Melinissa the Sweet	Melinissa					RA_GIANT	GD_FEMALE	RA_GIANT	1440																	Rest	BeAHostage	ReturnHome	GENEROUS+ENERGETIC+REPULSIVE
1	146	CH_OLTHRUDA	PRISONER+ALIVE	"145,220"	Olthruda the Bountiful	Olthruda					RA_LONG_DWARF	GD_FEMALE	RA_LONG_DWARF	1440																	Rest	BeAHostage	ReturnHome	TALKATIVE+HOMELOVING+EAGER
1	147	CH_THALGRIMA	PRISONER+ALIVE	"145,220"	Thalgrima the Betrothed	Thalgrima					RA_DEEPING_DWARF	GD_FEMALE	RA_DEEPING_DWARF	1440																	Rest	BeAHostage	ReturnHome	TALKATIVE+LOYAL+HOTTEMPERED
1	148	CH_ELESSA	ALIVE	"7,238"	Elessa of the Mists	Elessa					RA_GELMING	GD_FEMALE	RA_GELMING	1440																	Rest	DefendHomeland	ReturnHome	SELFLESS+GENEROUS+PASSIONATE+CAUTIOUS
1	149	CH_ULENE	ALIVE	"150,247"	Ulene Quietheart	Ulene					RA_DRAGONLORD	GD_FEMALE	RA_DRAGONLORD	1440																	Rest	DefendHomeland	ReturnHome	WARMHEARTED+GENTLE
1	150	CH_SHERINAR	ALIVE	"59,100"	Sherinar of Shadows	Sherinar					RA_ELDRIN	GD_FEMALE	RA_ELDRIN	1440																	Rest	DefendHomeland	ReturnHome	PASSIONATE+POLITE+HEADSTRONG
1	151	CH_MIRITHEL	ALIVE	"150,247"	Mirithel the Warm	Mirithel					RA_ARAKAI	GD_FEMALE	RA_ARAKAI	1440																	Rest	DefendHomeland	ReturnHome	WARMHEARTED+GENTLE
1	152	CH_KIRANDA	PRISONER+ALIVE	"145,220"	Kiranda the Wild	Kiranda					RA_ARAKAI	GD_FEMALE	RA_ARAKAI	1440																	Rest	BeAHostage	ReturnHome	BOLD+EAGER+PASSIONATE+RECKLESS+RESTLESS+HEADSTRONG+IMPATIENT
1	153	CH_GALAHAR	ALIVE	"47,71"	Galahar the Calm	Galahar					RA_GOLDEN_FEY	GD_MALE	RA_GOLDEN_FEY	1440																	Rest	DefendHomeland	ReturnHome	SELFLESS+KIND+LEVELHEADED
