id	type	char_flags_txt	char_flags_txt_value	flags_txt	flags_txt_value	x	y	direction	shield	portrait	land	warrior_0	warrior_1	warrior_2	warrior_3	warrior_4	warrior_5	warrior_6	warrior_7	warrior_8	warrior_9	warrior_10	warrior_11	warrior_12	warrior_13	warrior_14	warrior_15	owner	land_ruler	land_war_state	land_realm	land_owner	land_enemies
111	castle	+knowledge	2	+height+static+obstacle	7	171	87	EAST	shield_3	head_112	Orcar	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	Arakai	CH_ARBETHOR	LS_AT_PEACE	The Last Northing	CH_ARBETHOR	0
112	castle	+knowledge	2	+height+static+obstacle	7	190	60	NORTH_EAST	shield_3	head_113	Ravenfrey	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	Arakai	CH_MORATHRON	LS_AT_PEACE	The Last Northing	CH_MORATHRON	0
113	castle	+knowledge	2	+height+static+obstacle	7	160	74	SOUTH_EAST	shield_3	head_114	Erefar	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	Arakai	CH_KIRANDA	LS_AT_PEACE	The Last Northing	CH_KIRANDA	0
114	castle	+knowledge	2	+height+static+obstacle	7	178	45	EAST	shield_3	head_115	Elmir	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	Arakai	CH_MERITHEL	LS_AT_PEACE	The Last Northing	CH_MERITHEL	0
115	castle	+knowledge	2	+height+static+obstacle	7	207	35	NORTH_EAST	shield_3	head_116	Melibor	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	Arakai	CH_STORBOLD	LS_AT_PEACE	The Last Northing	CH_STORBOLD	0
116	castle	+knowledge	2	+height+static+obstacle	7	174	13	EAST	shield_3	head_117	Sharmark	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	Arakai	CH_BRUNAK	LS_AT_PEACE	The Last Northing	CH_BRUNAK	0
117	castle	+knowledge	2	+height+static+obstacle	7	158	20	SOUTH_EAST	shield_3	head_118	Sapphire	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	Arakai	CH_GUTHRANE	LS_AT_PEACE	The Last Northing	CH_GUTHRANE	0
118	castle	+dead	4		0	256	0	NORTH_EAST	shield_3	head_119	Elormane	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	Arakai	CH_ILDRAR	LS_AT_PEACE	The Last Northing	CH_ILDRAR	0
119	castle	+knowledge	2	+height+static+obstacle	7	230	40	NORTH	shield_3	head_120	Dragon	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	Dragonlord	CH_TORGRIM	LS_AT_PEACE	Arungor	CH_TORGRIM	0
120	castle	+knowledge	2	+height+static+obstacle	7	222	45	SOUTH_EAST	shield_3	head_121	Rildroth	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	Dragonlord	CH_MOONGRIM	LS_AT_PEACE	Arungor	CH_MOONGRIM	0
121	castle	+knowledge	2	+height+static+obstacle	7	236	16	NORTH	shield_3	head_122	Angelf	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	Dragonlord	CH_SPARTHOR	LS_AT_PEACE	Arungor	CH_SPARTHOR	0
122	castle	+knowledge	2	+height+static+obstacle	7	238	41	NORTH	shield_3	head_123	Erivik	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	Dragonlord	CH_KARGRIM	LS_AT_PEACE	Arungor	CH_KARGRIM	0
123	castle	+knowledge	2	+height+static+obstacle	7	241	63	EAST	shield_3	head_124	Sarnoth	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	Dragonlord	CH_ORAGRANE	LS_AT_PEACE	Arungor	CH_ORAGRANE	0
124	castle	+knowledge	2	+height+static+obstacle	7	240	74	NORTH_EAST	shield_3	head_125	Shrygal	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	Dragonlord	CH_JARANOR	LS_AT_PEACE	Arungor	CH_JARANOR	0
125	castle	+knowledge	2	+height+static+obstacle	7	229	81	EAST	shield_3	head_126	Faragor	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	Dragonlord	CH_SAGRANA	LS_AT_PEACE	Arungor	CH_SAGRANA	0
126	citadel	+knowledge	2	+height+static+obstacle	7	236	106	NORTH_EAST	shield_3	head_127	Ashnar	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	Dragonlord	CH_GALAGRIM	LS_AT_PEACE	Arungor	CH_GALAGRIM	0
127	castle	+knowledge	2	+height+static+obstacle	7	219	91	SOUTH_EAST	shield_3	head_128	Cormir	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	Dragonlord	CH_SCIRANE	LS_AT_PEACE	Arungor	CH_SCIRANE	0
128	castle	+knowledge	2	+height+static+obstacle	7	94	71	NORTH	shield_3	head_129	Cerevere	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Atheling	CH_DOROK	LS_AT_PEACE	The Lee	CH_DOROK	0
129	castle	+knowledge	2	+height+static+obstacle	7	116	64	EAST	shield_3	head_130	Melthor	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Atheling	CH_MARATHOR	LS_AT_PEACE	The Lee	CH_MARATHOR	0
130	citadel	+knowledge	2	+height+static+obstacle	7	70	56	NORTH	shield_3	head_131	Varorn	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Atheling	CH_ZENETHOR	LS_AT_PEACE	The Lee	CH_ZENETHOR	0
