Version	Id	Symbol	Terrain	Flags	Location	Occupying Race	Race	Occupier	Owner	Type	Total	Min	Max	Strategical Success	Owner Success	Enemy Success	Influence	Respawn	land	warrior_0	warrior_1	warrior_2	warrior_3	warrior_4	warrior_5	warrior_6	warrior_7	warrior_8	warrior_9	warrior_10	warrior_11	warrior_12	warrior_13	warrior_14	warrior_15	land_war_state	land_realm	
7	92	SH_CASTLE_OTHRYM	TN_CASTLE	+knowledge	"196,214"	RA_GIANT	RA_GIANT	CH_OGLISSA	CH_OGLISSA	UT_WARRIORS	1000	100	1200						Othrym	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	LS_AT_PEACE	The 7	Delve
7	93	SH_CASTLE_GRORN	TN_CASTLE	+knowledge	"186,190"	RA_GIANT	RA_GIANT	CH_STUBLOG	CH_STUBLOG	UT_WARRIORS	1000	100	1200						Grorn	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	LS_AT_PEACE	The 7	Delve
7	94	SH_CASTLE_GOGRUN	TN_CASTLE	+knowledge	"187,203"	RA_GIANT	RA_GIANT	CH_GOTHRUM	CH_GOTHRUM	UT_WARRIORS	1000	100	1200						Gogrun	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	LS_AT_PEACE	The 7	Delve
7	95	SH_CASTLE_FINROD	TN_CASTLE	+knowledge	"199,187"	RA_GIANT	RA_GIANT	CH_OLOG	CH_OLOG	UT_WARRIORS	1000	100	1200						Finrod	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	LS_AT_PEACE	The Delve	
7	96	SH_CASTLE_SONGS	TN_CASTLE	+knowledge	"130,121"	RA_DAWN_FEY	RA_DAWN_FEY	CH_MELINOTH	CH_MELINOTH	UT_WARRIORS	1000	100	1200						Songs	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	LS_AT_PEACE	7	Dawnwood
7	97	SH_CASTLE_CRIMSON	TN_CASTLE	+knowledge	"149,96"	RA_ARAKAI	RA_ARAKAI	CH_ANDERLANE	CH_ANDERLANE	UT_WARRIORS	1000	100	1200						Crimson	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	7	LS_AT_PEACE	The Last Northing
7	98	SH_CITADEL_ELORTHORD	TN_CITADEL	+knowledge	"116,133"	RA_DAWN_FEY	RA_DAWN_FEY	CH_MIRANAR	CH_MIRANAR	UT_WARRIORS	1000	100	1200						Elorthord	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	7	LS_AT_PEACE	Dawnwood
7	99	SH_CASTLE_CORITHEL	TN_CASTLE	+knowledge	"98,150"	RA_DAWN_FEY	RA_DAWN_FEY	CH_TAROLETH	CH_TAROLETH	UT_WARRIORS	1000	100	1200						Corithel	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	LS_AT_PEACE	7	Dawnwood
7	100	SH_CASTLE_ALATHOR	TN_CASTLE	+knowledge	"164,123"	RA_USKARG	RA_USKARG	CH_ELINA	CH_ELINA	UT_WARRIORS	1000	100	1200						Alathor	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	LS_AT_PEACE	The 7	Fallows
7	101	SH_CASTLE_ELINBRAND	TN_CASTLE	+knowledge	"140,144"	RA_USKARG	RA_USKARG	CH_DARATH	CH_DARATH	UT_WARRIORS	1000	100	1200						Elinbrand	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	LS_AT_PEACE	7	The Fallows
7	102	SH_CASTLE_GLIWAIN	TN_CASTLE	+knowledge	"128,155"	RA_DARK_FEY	RA_DARK_FEY	CH_YRGRETH	CH_YRGRETH	UT_WARRIORS	1000	100	1200						Gliwain	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	LS_AT_PEACE	The 7	Marish
7	103	SH_CASTLE_ATHRUDAN	TN_CASTLE	+knowledge	"149,187"	RA_USKARG	RA_USKARG	CH_SKARAI	CH_SKARAI	UT_WARRIORS	1000	100	1200						Athrudan	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	LS_AT_PEACE	7	The Fallows
7	104	SH_CASTLE_SKORDROTH	TN_CASTLE	+knowledge	"147,157"	RA_USKARG	RA_USKARG	CH_HARAGLAI	CH_HARAGLAI	UT_WARRIORS	1000	100	1200						Skordroth	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	LS_AT_PEACE	7	The Fallows
7	105	SH_CASTLE_ERILMARK	TN_CASTLE	+knowledge	"179,172"	RA_USKARG	RA_USKARG	CH_MOGLAI	CH_MOGLAI	UT_WARRIORS	1000	100	1200						Erilmark	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	LS_AT_PEACE	7	The Fallows
7	106	SH_CASTLE_ARABAR	TN_CASTLE	+knowledge	"163,132"	RA_USKARG	RA_USKARG	CH_KHALAK	CH_KHALAK	UT_WARRIORS	1000	100	1200						Arabar	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	LS_AT_PEACE	The 7	Fallows
7	107	SH_CASTLE_THEODEL	TN_CASTLE	+knowledge	"162,153"	RA_USKARG	RA_USKARG	CH_DJALINA	CH_DJALINA	UT_WARRIORS	1000	100	1200						Theodel	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	LS_AT_PEACE	The 7	Fallows
7	108	SH_CASTLE_CERRELM	TN_CASTLE	+knowledge	"187,147"	RA_USKARG	RA_USKARG	CH_THORGRAN	CH_THORGRAN	UT_WARRIORS	1000	100	1200						Cerrelm	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	LS_AT_PEACE	The 7	Fallows
7	109	SH_CITADEL_ROREON	TN_CITADEL	+knowledge	"225,132"	RA_USKARG	RA_USKARG	CH_ASUNAI	CH_ASUNAI	UT_WARRIORS	1000	100	1200						Roreon	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	LS_AT_PEACE	The 7	Fallows
7	110	SH_CASTLE_CARAMANE	TN_CASTLE	+knowledge	"205,79"	RA_ARAKAI	RA_ARAKAI	CH_RAINAR	CH_RAINAR	UT_WARRIORS	1000	100	1200						Caramane	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	LS_AT_PEACE	7	The Last Northing
7	111	SH_CASTLE_ROMIEL	TN_CASTLE	+knowledge	"170,100"	RA_DAWN_FEY	RA_DAWN_FEY	CH_MORGRETH	CH_MORGRETH	UT_WARRIORS	1000	100	1200						Romiel	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	LS_AT_PEACE	7	Dawnwood
7	112	SH_CASTLE_ORCAR	TN_CASTLE	+knowledge	"171,87"	RA_ARAKAI	RA_ARAKAI	CH_ARBETHOR	CH_ARBETHOR	UT_WARRIORS	1000	100	1200						Orcar	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	LS_AT_PEACE	The Last 7	Northing
7	113	SH_CASTLE_RAVENFREY	TN_CASTLE	+knowledge	"190,60"	RA_ARAKAI	RA_ARAKAI	CH_MORATHRON	CH_MORATHRON	UT_WARRIORS	1000	100	1200						Ravenfrey	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	7	LS_AT_PEACE	The Last Northing
7	114	SH_CASTLE_EREFAR	TN_CASTLE	+knowledge	"160,74"	RA_ARAKAI	RA_ARAKAI	CH_KIRANDA	CH_KIRANDA	UT_WARRIORS	1000	100	1200						Erefar	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	LS_AT_PEACE	The 7	Last Northing
7	115	SH_CASTLE_ELMIR	TN_CASTLE	+knowledge	"178,45"	RA_ARAKAI	RA_ARAKAI	CH_MERITHEL	CH_MERITHEL	UT_WARRIORS	1000	100	1200						Elmir	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	LS_AT_PEACE	The Last 7	Northing
7	116	SH_CASTLE_MELIBOR	TN_CASTLE	+knowledge	"207,35"	RA_ARAKAI	RA_ARAKAI	CH_STORBOLD	CH_STORBOLD	UT_WARRIORS	1000	100	1200						Melibor	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	LS_AT_PEACE	The 7	Last Northing
7	117	SH_CASTLE_SHARMARK	TN_CASTLE	+knowledge	"174,13"	RA_ARAKAI	RA_ARAKAI	CH_BRUNAK	CH_BRUNAK	UT_WARRIORS	1000	100	1200						Sharmark	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	LS_AT_PEACE	7	The Last Northing
7	118	SH_CASTLE_SAPPHIRE	TN_CASTLE	+knowledge	"158,20"	RA_ARAKAI	RA_ARAKAI	CH_GUTHRANE	CH_GUTHRANE	UT_WARRIORS	1000	100	1200						Sapphire	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	LS_AT_PEACE	7	The Last Northing
7	119	SH_CASTLE_ELORMANE	TN_CASTLE	+dead	"256,0"	RA_ARAKAI	RA_ARAKAI	CH_ILDRAR	CH_ILDRAR	UT_WARRIORS	1000	100	1200						Elormane	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	LS_AT_PEACE	The Last 7	Northing
7	120	SH_CASTLE_DRAGON	TN_CASTLE	+knowledge	"230,40"	RA_DRAGONLORD	RA_DRAGONLORD	CH_TORGRIM	CH_TORGRIM	UT_WARRIORS	1000	100	1200						Dragon	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	7	LS_AT_PEACE	Arungor
7	121	SH_CASTLE_RILDROTH	TN_CASTLE	+knowledge	"222,45"	RA_DRAGONLORD	RA_DRAGONLORD	CH_MOONGRIM	CH_MOONGRIM	UT_WARRIORS	1000	100	1200						Rildroth	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	7	LS_AT_PEACE	Arungor
7	122	SH_CASTLE_ANGELF	TN_CASTLE	+knowledge	"236,16"	RA_DRAGONLORD	RA_DRAGONLORD	CH_SPARTHOR	CH_SPARTHOR	UT_WARRIORS	1000	100	1200						Angelf	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	7	LS_AT_PEACE	Arungor
7	123	SH_CASTLE_ERIVIK	TN_CASTLE	+knowledge	"238,41"	RA_DRAGONLORD	RA_DRAGONLORD	CH_KARGRIM	CH_KARGRIM	UT_WARRIORS	1000	100	1200						Erivik	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	7	LS_AT_PEACE	Arungor
7	124	SH_CASTLE_SARNOTH	TN_CASTLE	+knowledge	"241,63"	RA_DRAGONLORD	RA_DRAGONLORD	CH_ORAGRANE	CH_ORAGRANE	UT_WARRIORS	1000	100	1200						Sarnoth	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	7	LS_AT_PEACE	Arungor
7	125	SH_CASTLE_SHRYGAL	TN_CASTLE	+knowledge	"240,74"	RA_DRAGONLORD	RA_DRAGONLORD	CH_JARANOR	CH_JARANOR	UT_WARRIORS	1000	100	1200						Shrygal	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	7	LS_AT_PEACE	Arungor
7	126	SH_CASTLE_FARAGOR	TN_CASTLE	+knowledge	"229,81"	RA_DRAGONLORD	RA_DRAGONLORD	CH_SAGRANA	CH_SAGRANA	UT_WARRIORS	1000	100	1200						Faragor	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	7	LS_AT_PEACE	Arungor
7	127	SH_CITADEL_ASHNAR	TN_CITADEL	+knowledge	"236,106"	RA_DRAGONLORD	RA_DRAGONLORD	CH_GALAGRIM	CH_GALAGRIM	UT_WARRIORS	1000	100	1200						Ashnar	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	7	LS_AT_PEACE	Arungor
7	128	SH_CASTLE_CORMIR	TN_CASTLE	+knowledge	"219,91"	RA_DRAGONLORD	RA_DRAGONLORD	CH_SCIRANE	CH_SCIRANE	UT_WARRIORS	1000	100	1200						Cormir	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	7	LS_AT_PEACE	Arungor
7	129	SH_CASTLE_CEREVERE	TN_CASTLE	+knowledge	"94,71"	RA_ATHELING	RA_ATHELING	CH_DOROK	CH_DOROK	UT_WARRIORS	1000	100	1200						Cerevere	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	LS_AT_PEACE	The 7	Lee
7	130	SH_CASTLE_MELTHOR	TN_CASTLE	+knowledge	"116,64"	RA_ATHELING	RA_ATHELING	CH_MARATHOR	CH_MARATHOR	UT_WARRIORS	1000	100	1200						Melthor	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	LS_AT_PEACE	The 7	Lee
7	131	SH_CITADEL_VARORN	TN_CITADEL	+knowledge	"70,56"	RA_ATHELING	RA_ATHELING	CH_ZENETHOR	CH_ZENETHOR	UT_WARRIORS	1000	100	1200						Varorn	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	LS_AT_PEACE	The Lee	
